IdFuente,TipoFuente,FechaCarga
F11208,API,2025-06-19
F11209,API,2024-11-12
F11210,Manual,2025-01-14
F11211,Web,2023-12-06
F11212,API,2024-01-10
F11213,API,2025-02-19
F11214,Web,2025-03-14
F11215,Archivo,2024-12-20
F11216,Web,2024-07-21
F11217,Manual,2024-07-16
F11218,Manual,2024-05-15
F11219,BaseDatos,2025-01-23
F11220,Web,2024-03-02
F11221,BaseDatos,2024-07-07
F11222,API,2024-02-01
F11223,Web,2024-09-08
F11224,Web,2025-08-11
F11225,Manual,2025-03-24
F11226,API,2024-09-01
F11227,BaseDatos,2023-10-11
F11228,Manual,2024-04-10
F11229,BaseDatos,2025-06-18
F11230,Web,2024-12-01
F11231,Archivo,2024-03-18
F11232,Manual,2023-11-17
F11233,Web,2024-11-16
F11234,Web,2025-02-22
F11235,BaseDatos,2024-06-29
F11236,BaseDatos,2024-12-06
F11237,API,2025-09-18
F11238,API,2025-05-11
F11239,BaseDatos,2025-05-04
F11240,BaseDatos,2025-01-24
F11241,Web,2025-02-10
F11242,Web,2024-12-24
F11243,Archivo,2025-02-07
F11244,API,2024-04-29
F11245,Archivo,2024-04-20
F11246,BaseDatos,2025-05-09
F11247,Archivo,2024-12-25
F11248,API,2024-04-10
F11249,Archivo,2024-01-28
F11250,BaseDatos,2024-07-24
F11251,API,2025-01-22
F11252,API,2024-12-31
F11253,BaseDatos,2025-04-22
F11254,BaseDatos,2025-09-22
F11255,Archivo,2025-01-03
F11256,Archivo,2024-08-18
F11257,BaseDatos,2023-10-21
F11258,Web,2025-08-28
F11259,Archivo,2024-02-22
F11260,Archivo,2025-03-09
F11261,Manual,2023-11-25
F11262,Manual,2025-05-20
F11263,BaseDatos,2023-12-03
F11264,Web,2023-10-22
F11265,Web,2024-03-05
F11266,Web,2024-04-12
F11267,Archivo,2024-11-02
F11268,Archivo,2024-08-20
F11269,Manual,2025-01-03
F11270,Manual,2024-01-27
F11271,Web,2024-12-31
F11272,Web,2024-09-20
F11273,BaseDatos,2024-02-28
F11274,Web,2025-04-16
F11275,Manual,2024-08-20
F11276,Manual,2024-12-20
F11277,BaseDatos,2023-11-02
F11278,Web,2024-04-18
F11279,Manual,2024-08-11
F11280,Manual,2024-10-11
F11281,API,2023-12-31
F11282,Web,2024-12-18
F11283,Manual,2024-12-04
F11284,Manual,2025-02-15
F11285,Web,2024-04-21
F11286,Manual,2025-08-18
F11287,Archivo,2024-09-28
F11288,Manual,2024-11-24
F11289,Manual,2025-02-28
F11290,Web,2025-05-30
F11291,Web,2024-12-17
F11292,Web,2025-08-01
F11293,BaseDatos,2024-09-11
F11294,BaseDatos,2025-07-11
F11295,BaseDatos,2025-01-29
F11296,Manual,2024-08-20
F11297,Archivo,2025-05-14
F11298,Manual,2025-09-04
F11299,Manual,2025-05-29
F11300,Web,2023-11-20
F11301,Web,2023-10-24
F11302,Archivo,2025-07-10
F11303,Archivo,2025-01-22
F11304,BaseDatos,2025-01-20
F11305,Manual,2024-02-01
F11306,Web,2024-02-07
F11307,Web,2024-12-10
F11308,Web,2024-05-10
F11309,API,2024-04-23
F11310,Manual,2023-10-10
F11311,Archivo,2023-12-28
F11312,Manual,2025-08-16
F11313,Archivo,2024-10-12
F11314,Manual,2024-04-07
F11315,Manual,2025-04-26
F11316,Manual,2024-11-02
F11317,Web,2024-01-16
F11318,Archivo,2024-08-20
F11319,Archivo,2024-12-17
F11320,BaseDatos,2024-10-22
F11321,Manual,2024-06-15
F11322,Manual,2025-04-15
F11323,Manual,2024-02-22
F11324,Web,2025-06-21
F11325,Web,2025-09-14
F11326,API,2025-04-19
F11327,API,2023-12-10
F11328,Manual,2024-04-03
F11329,Archivo,2025-03-25
F11330,Archivo,2024-01-19
F11331,BaseDatos,2024-01-07
F11332,BaseDatos,2023-11-21
F11333,API,2024-12-26
F11334,API,2025-07-14
F11335,BaseDatos,2025-08-17
F11336,API,2024-03-25
F11337,Archivo,2025-09-21
F11338,BaseDatos,2025-08-24
F11339,Web,2025-08-10
F11340,API,2025-09-24
F11341,Web,2025-09-18
F11342,Archivo,2024-07-27
F11343,Archivo,2024-01-17
F11344,Manual,2024-09-29
F11345,API,2024-12-18
F11346,Manual,2024-05-19
F11347,BaseDatos,2024-03-30
F11348,Archivo,2024-04-24
F11349,BaseDatos,2024-08-02
F11350,Archivo,2025-01-12
F11351,BaseDatos,2023-09-26
F11352,API,2024-03-29
F11353,Web,2024-06-07
F11354,Archivo,2025-09-16
F11355,Archivo,2025-05-17
F11356,API,2024-12-06
F11357,Web,2025-04-02
F11358,Archivo,2024-09-12
F11359,Web,2025-04-22
F11360,BaseDatos,2024-05-16
F11361,Web,2024-06-13
F11362,Archivo,2025-02-22
F11363,BaseDatos,2023-11-28
F11364,API,2025-04-02
F11365,API,2024-01-29
F11366,API,2024-04-22
F11367,Archivo,2024-11-06
F11368,BaseDatos,2025-04-30
F11369,BaseDatos,2024-10-11
F11370,API,2025-02-01
F11371,BaseDatos,2024-03-13
F11372,API,2024-05-31
F11373,BaseDatos,2025-03-22
F11374,Manual,2023-11-20
F11375,BaseDatos,2025-06-26
F11376,BaseDatos,2025-05-11
F11377,Manual,2024-07-31
F11378,BaseDatos,2025-06-13
F11379,Web,2024-08-13
F11380,BaseDatos,2024-12-27
F11381,BaseDatos,2024-01-28
F11382,Web,2023-12-11
F11383,Manual,2024-03-16
F11384,Web,2025-08-18
F11385,API,2024-08-02
F11386,Archivo,2024-04-09
F11387,API,2025-07-06
F11388,BaseDatos,2025-06-09
F11389,API,2025-05-27
F11390,Archivo,2024-06-06
F11391,Web,2024-02-20
F11392,BaseDatos,2024-03-30
F11393,BaseDatos,2024-02-13
F11394,Manual,2023-09-27
F11395,BaseDatos,2025-08-05
F11396,Manual,2024-06-15
F11397,API,2024-03-13
F11398,Manual,2025-02-12
F11399,Archivo,2024-09-27
F11400,Web,2025-05-30
F11401,BaseDatos,2024-11-28
F11402,Manual,2024-11-17
F11403,Manual,2024-04-13
F11404,BaseDatos,2024-12-29
F11405,Archivo,2024-01-27
F11406,Web,2024-03-09
F11407,Manual,2024-03-21
F11408,API,2024-02-04
F11409,Archivo,2024-05-27
F11410,Web,2024-09-25
F11411,BaseDatos,2024-04-20
F11412,Web,2023-11-16
F11413,Archivo,2023-11-23
F11414,Archivo,2024-06-15
F11415,API,2025-07-11
F11416,Web,2024-03-26
F11417,Web,2025-03-02
F11418,BaseDatos,2024-06-24
F11419,Web,2025-07-19
F11420,Manual,2025-06-17
F11421,Manual,2025-03-15
F11422,BaseDatos,2024-09-03
F11423,Archivo,2024-07-17
F11424,BaseDatos,2024-08-11
F11425,BaseDatos,2024-06-19
F11426,API,2025-07-16
F11427,API,2025-02-19
F11428,Manual,2025-02-07
F11429,Manual,2023-10-23
F11430,Archivo,2023-10-23
F11431,Archivo,2024-07-18
F11432,Manual,2024-09-08
F11433,Web,2024-09-12
F11434,Archivo,2025-07-08
F11435,Manual,2025-04-17
F11436,BaseDatos,2024-08-17
F11437,BaseDatos,2024-01-26
F11438,BaseDatos,2023-12-03
F11439,API,2024-06-26
F11440,Manual,2024-07-25
F11441,Web,2025-02-02
F11442,BaseDatos,2025-07-18
F11443,BaseDatos,2024-07-02
F11444,BaseDatos,2025-08-10
F11445,Manual,2024-03-12
F11446,BaseDatos,2023-11-05
F11447,Archivo,2024-11-12
F11448,Manual,2024-10-20
F11449,API,2023-11-16
F11450,Manual,2024-03-09
F11451,Web,2024-11-21
F11452,Web,2025-09-05
F11453,BaseDatos,2024-05-10
F11454,Web,2025-08-30
F11455,API,2024-10-31
F11456,Archivo,2025-06-12
F11457,BaseDatos,2023-10-12
F11458,API,2023-11-13
F11459,API,2023-10-31
F11460,Manual,2024-10-20
F11461,API,2025-08-01
F11462,Web,2025-02-05
F11463,API,2024-04-24
F11464,Web,2023-12-22
F11465,Manual,2023-09-26
F11466,BaseDatos,2025-06-17
F11467,Archivo,2025-02-14
F11468,Web,2025-09-02
F11469,Archivo,2025-07-07
F11470,Manual,2025-09-15
F11471,Web,2024-08-03
F11472,Web,2025-07-15
F11473,Web,2023-10-15
F11474,Archivo,2025-01-07
F11475,BaseDatos,2024-01-10
F11476,Manual,2024-02-25
F11477,BaseDatos,2025-08-17
F11478,Web,2025-07-31
F11479,Web,2025-08-30
F11480,Manual,2025-05-22
F11481,Web,2024-12-28
F11482,BaseDatos,2024-01-08
F11483,Web,2024-02-28
F11484,API,2024-06-09
F11485,Archivo,2024-06-24
F11486,BaseDatos,2025-08-24
F11487,API,2025-09-10
F11488,Web,2024-09-03
F11489,API,2024-04-17
F11490,Manual,2023-12-11
F11491,API,2024-11-19
F11492,API,2024-10-11
F11493,BaseDatos,2024-10-23
F11494,Archivo,2024-04-24
F11495,API,2023-11-26
F11496,Manual,2024-09-22
F11497,API,2024-03-03
F11498,Web,2025-06-08
F11499,Web,2025-09-19
F11500,BaseDatos,2023-12-16
F11501,Archivo,2025-05-16
F11502,BaseDatos,2024-11-20
F11503,Archivo,2025-03-31
F11504,BaseDatos,2024-08-31
F11505,Web,2024-02-07
F11506,Web,2025-03-30
F11507,Archivo,2025-05-14
F11508,Manual,2025-01-31
F11509,Archivo,2025-05-05
F11510,BaseDatos,2025-01-29
F11511,BaseDatos,2024-02-03
F11512,BaseDatos,2024-08-19
F11513,BaseDatos,2025-01-19
F11514,Web,2023-12-27
F11515,Manual,2025-04-06
F11516,Web,2024-01-06
F11517,API,2024-05-12
F11518,API,2025-04-01
F11519,Manual,2024-05-03
F11520,BaseDatos,2024-01-09
F11521,Archivo,2024-03-01
F11522,Archivo,2024-05-17
F11523,API,2024-03-21
F11524,Web,2024-10-14
F11525,API,2025-05-02
F11526,API,2025-07-22
F11527,BaseDatos,2025-02-04
F11528,BaseDatos,2024-02-14
F11529,BaseDatos,2025-09-09
F11530,API,2024-11-20
F11531,Archivo,2024-01-09
F11532,BaseDatos,2024-03-29
F11533,API,2024-01-19
F11534,Web,2024-04-27
F11535,BaseDatos,2024-02-13
F11536,Manual,2023-10-21
F11537,Web,2024-11-20
F11538,Archivo,2023-12-02
F11539,Web,2025-07-05
F11540,Manual,2024-05-17
F11541,Manual,2024-06-09
F11542,Web,2025-06-05
F11543,Manual,2024-02-14
F11544,Archivo,2024-10-13
F11545,Web,2025-09-03
F11546,API,2023-12-13
F11547,Archivo,2024-03-15
F11548,BaseDatos,2023-11-01
F11549,Archivo,2024-07-13
F11550,Web,2024-11-04
F11551,API,2025-01-16
F11552,Manual,2024-07-31
F11553,API,2024-08-27
F11554,Web,2025-02-23
F11555,Manual,2025-06-10
F11556,BaseDatos,2024-07-04
F11557,BaseDatos,2024-03-03
F11558,BaseDatos,2024-09-21
F11559,Manual,2024-03-12
F11560,Manual,2023-12-28
F11561,API,2025-05-21
F11562,BaseDatos,2024-10-24
F11563,BaseDatos,2024-04-11
F11564,Manual,2024-06-11
F11565,Web,2023-12-04
F11566,Web,2024-05-28
F11567,Web,2024-10-14
F11568,Web,2025-09-02
F11569,Archivo,2025-04-09
F11570,API,2025-03-06
F11571,Archivo,2025-07-12
F11572,Manual,2023-11-08
F11573,Archivo,2025-05-30
F11574,BaseDatos,2024-04-21
F11575,API,2025-08-07
F11576,API,2023-10-08
F11577,API,2024-04-11
F11578,API,2024-06-26
F11579,API,2025-01-30
F11580,BaseDatos,2023-12-12
F11581,API,2024-06-25
F11582,BaseDatos,2025-09-15
F11583,BaseDatos,2025-03-13
F11584,API,2024-07-15
F11585,Archivo,2024-10-19
F11586,Archivo,2024-04-16
F11587,API,2024-10-20
F11588,Archivo,2023-11-26
F11589,API,2024-07-26
F11590,API,2024-07-02
F11591,API,2025-08-16
F11592,Web,2024-02-19
F11593,BaseDatos,2024-10-13
F11594,Web,2024-03-18
F11595,API,2025-07-30
F11596,Web,2023-12-23
F11597,Web,2025-03-20
F11598,API,2025-01-14
F11599,BaseDatos,2025-01-31
F11600,Archivo,2025-03-18
F11601,Manual,2024-10-19
F11602,API,2024-03-03
F11603,Archivo,2023-10-20
F11604,Archivo,2025-01-30
F11605,Manual,2025-07-18
F11606,Web,2025-04-30
F11607,Archivo,2025-02-22
F11608,Web,2024-08-19
F11609,Archivo,2024-02-06
F11610,Archivo,2025-09-07
F11611,Manual,2024-07-04
F11612,BaseDatos,2024-03-13
F11613,Web,2025-01-08
F11614,Manual,2024-02-20
F11615,Manual,2024-01-12
F11616,Archivo,2023-11-18
F11617,Manual,2025-02-11
F11618,Manual,2023-11-30
F11619,Archivo,2024-10-03
F11620,Web,2024-07-08
F11621,API,2024-11-23
F11622,API,2023-09-28
F11623,Manual,2024-06-23
F11624,Archivo,2024-01-24
F11625,Web,2024-01-17
F11626,Archivo,2024-02-11
F11627,API,2024-05-11
F11628,Web,2025-02-05
F11629,Web,2025-01-16
F11630,Archivo,2024-02-15
F11631,BaseDatos,2024-02-22
F11632,API,2025-03-14
F11633,Web,2024-07-08
F11634,Web,2023-12-02
F11635,Manual,2024-06-09
F11636,Manual,2025-07-05
F11637,Archivo,2023-11-22
F11638,Web,2024-04-08
F11639,Manual,2024-08-02
F11640,API,2024-10-30
F11641,Manual,2025-09-10
F11642,Archivo,2025-04-20
F11643,BaseDatos,2023-10-05
F11644,API,2024-11-10
F11645,Manual,2024-07-11
F11646,Web,2024-09-03
F11647,Archivo,2024-01-27
F11648,Web,2023-09-29
F11649,Archivo,2024-05-22
F11650,Web,2024-11-11
F11651,Manual,2024-08-15
F11652,Manual,2025-03-21
F11653,API,2025-06-06
F11654,Manual,2025-04-02
F11655,API,2024-09-01
F11656,Manual,2024-08-04
F11657,Web,2025-08-19
F11658,Archivo,2024-03-05
F11659,Web,2025-07-04
F11660,Manual,2024-11-04
F11661,API,2024-07-02
F11662,Manual,2025-07-11
F11663,Archivo,2024-08-06
F11664,Web,2024-09-30
F11665,Archivo,2024-09-01
F11666,Archivo,2023-11-07
F11667,API,2025-01-19
F11668,Manual,2024-04-17
F11669,API,2025-03-06
F11670,BaseDatos,2024-08-01
F11671,BaseDatos,2025-07-11
F11672,Manual,2024-12-26
F11673,Web,2024-11-07
F11674,API,2024-08-30
F11675,API,2023-09-26
F11676,BaseDatos,2023-12-01
F11677,Manual,2025-04-18
F11678,Web,2024-01-09
F11679,API,2024-01-25
F11680,Manual,2025-05-04
F11681,BaseDatos,2024-02-09
F11682,API,2024-05-30
F11683,Archivo,2025-06-12
F11684,API,2025-06-25
F11685,API,2025-07-11
F11686,Archivo,2024-07-26
F11687,Web,2024-11-19
F11688,Archivo,2024-04-19
F11689,API,2023-10-30
F11690,Web,2023-11-09
F11691,BaseDatos,2024-01-16
F11692,BaseDatos,2024-11-24
F11693,Web,2024-06-26
F11694,BaseDatos,2025-02-15
F11695,Manual,2025-04-06
F11696,Manual,2024-12-23
F11697,API,2024-07-10
F11698,Manual,2023-10-30
F11699,Web,2024-06-23
F11700,API,2025-06-24
F11701,Archivo,2024-09-21
F11702,Archivo,2024-06-24
F11703,Archivo,2024-01-07
F11704,Manual,2024-08-24
F11705,Archivo,2024-03-13
F11706,Archivo,2025-06-24
F11707,Manual,2024-01-07
F11708,Web,2025-08-15
F11709,Web,2025-08-03
F11710,Web,2024-05-22
F11711,Archivo,2024-07-16
F11712,BaseDatos,2024-07-22
F11713,API,2024-02-05
F11714,Archivo,2023-11-29
F11715,Archivo,2024-04-20
F11716,BaseDatos,2025-07-03
F11717,API,2024-03-28
F11718,Manual,2024-09-01
F11719,Archivo,2025-05-05
F11720,BaseDatos,2024-05-19
F11721,API,2025-02-06
F11722,API,2024-10-31
F11723,Manual,2025-06-13
F11724,BaseDatos,2025-03-04
F11725,Web,2024-07-28
F11726,Archivo,2025-01-17
F11727,Manual,2025-04-12
F11728,Archivo,2024-05-23
F11729,Web,2025-02-12
F11730,Archivo,2023-12-05
F11731,Web,2024-05-29
F11732,Archivo,2024-01-16
F11733,BaseDatos,2025-07-18
F11734,Manual,2025-05-09
F11735,API,2024-07-22
F11736,Archivo,2024-06-28
F11737,BaseDatos,2025-01-17
F11738,Web,2024-09-16
F11739,BaseDatos,2024-12-26
F11740,API,2024-05-18
F11741,Manual,2025-06-05
F11742,API,2025-03-07
F11743,API,2024-01-04
F11744,Web,2025-07-22
F11745,Web,2025-07-03
F11746,BaseDatos,2024-05-07
F11747,Manual,2024-11-10
F11748,API,2024-12-09
F11749,API,2024-08-14
F11750,API,2023-10-30
F11751,Archivo,2023-11-05
F11752,Web,2024-04-15
F11753,Web,2024-04-26
F11754,Manual,2024-05-31
F11755,BaseDatos,2024-11-30
F11756,API,2024-01-03
F11757,Web,2024-05-18
F11758,Archivo,2024-06-30
F11759,Archivo,2025-06-11
F11760,BaseDatos,2025-08-29
F11761,Manual,2024-04-30
F11762,API,2024-01-05
F11763,Archivo,2024-12-27
F11764,BaseDatos,2025-04-06
F11765,API,2025-04-22
F11766,Archivo,2024-07-12
F11767,Archivo,2024-12-19
F11768,Web,2024-07-13
F11769,Web,2025-06-14
F11770,BaseDatos,2025-08-01
F11771,Web,2025-07-20
F11772,Web,2024-10-16
F11773,Manual,2024-08-02
F11774,Web,2025-04-13
F11775,Web,2024-05-12
F11776,Archivo,2025-07-16
F11777,Archivo,2025-05-27
F11778,Manual,2023-10-13
F11779,BaseDatos,2024-03-21
F11780,Manual,2024-12-11
F11781,API,2025-03-02
F11782,Manual,2025-01-15
F11783,Manual,2025-05-10
F11784,Archivo,2024-04-09
F11785,Web,2025-03-02
F11786,Web,2024-10-27
F11787,Manual,2024-02-15
F11788,API,2024-08-27
F11789,BaseDatos,2024-01-24
F11790,Manual,2025-07-24
F11791,Archivo,2024-03-16
F11792,Web,2024-09-13
F11793,Manual,2025-06-20
F11794,BaseDatos,2025-04-20
F11795,BaseDatos,2025-01-16
F11796,Archivo,2025-07-24
F11797,Manual,2024-08-03
F11798,Manual,2025-02-12
F11799,BaseDatos,2025-07-22
F11800,Manual,2024-09-21
F11801,API,2025-09-19
F11802,Archivo,2024-11-01
F11803,Manual,2025-05-05
F11804,Web,2023-09-26
F11805,BaseDatos,2023-11-05
F11806,Manual,2024-03-16
F11807,API,2025-01-09
F11808,Manual,2024-08-19
F11809,BaseDatos,2024-07-10
F11810,API,2025-06-27
F11811,Manual,2025-07-09
F11812,Archivo,2025-09-02
F11813,Manual,2024-02-19
F11814,BaseDatos,2025-03-23
F11815,Archivo,2024-05-09
F11816,BaseDatos,2024-06-29
F11817,BaseDatos,2024-04-17
F11818,BaseDatos,2025-01-23
F11819,Archivo,2025-02-15
F11820,API,2024-03-19
F11821,Manual,2024-02-01
F11822,Archivo,2023-12-08
F11823,API,2025-08-10
F11824,Archivo,2025-04-23
F11825,Archivo,2024-11-15
F11826,Manual,2025-07-09
F11827,Web,2025-08-02
F11828,Web,2025-04-18
F11829,BaseDatos,2025-04-03
F11830,API,2024-12-30
F11831,API,2023-11-28
F11832,Archivo,2024-12-11
F11833,Web,2024-08-14
F11834,Archivo,2025-01-24
F11835,Web,2025-07-11
F11836,Archivo,2023-10-17
F11837,API,2024-11-27
F11838,BaseDatos,2024-01-08
F11839,Archivo,2024-04-17
F11840,API,2024-06-24
F11841,Manual,2024-05-15
F11842,API,2024-03-31
F11843,API,2023-10-24
F11844,Archivo,2025-01-19
F11845,API,2024-05-23
F11846,Manual,2025-05-17
F11847,API,2025-03-08
F11848,API,2024-09-13
F11849,Manual,2024-06-22
F11850,Web,2025-02-21
F11851,BaseDatos,2023-10-21
F11852,API,2024-04-06
F11853,Manual,2023-11-17
F11854,BaseDatos,2025-05-09
F11855,API,2024-09-15
F11856,BaseDatos,2025-02-27
F11857,API,2025-04-08
F11858,BaseDatos,2024-11-18
F11859,Archivo,2024-05-03
F11860,Manual,2025-09-15
F11861,BaseDatos,2024-02-26
F11862,Web,2025-07-28
F11863,Manual,2024-10-27
F11864,Archivo,2024-04-03
F11865,BaseDatos,2024-08-03
F11866,Archivo,2025-06-20
F11867,Archivo,2023-12-19
F11868,Archivo,2025-09-12
F11869,Archivo,2024-04-24
F11870,Archivo,2024-07-25
F11871,Web,2025-07-03
F11872,Archivo,2025-01-29
F11873,API,2025-08-24
F11874,Archivo,2025-02-17
F11875,Manual,2024-03-20
F11876,API,2024-03-03
F11877,Manual,2023-12-14
F11878,Web,2024-10-28
F11879,Manual,2024-01-27
F11880,API,2025-05-31
F11881,API,2025-03-17
F11882,Web,2025-01-15
F11883,Archivo,2025-06-26
F11884,Web,2025-03-06
F11885,Archivo,2024-05-25
F11886,Web,2024-09-19
F11887,Archivo,2025-05-05
F11888,Archivo,2024-02-09
F11889,Web,2024-04-26
F11890,BaseDatos,2025-04-23
F11891,Manual,2024-09-28
F11892,Archivo,2024-02-06
F11893,BaseDatos,2023-11-16
F11894,Web,2024-09-30
F11895,Archivo,2025-09-19
F11896,Manual,2024-09-07
F11897,API,2023-10-26
F11898,Web,2025-08-31
F11899,BaseDatos,2024-10-31
F11900,BaseDatos,2025-09-22
F11901,Archivo,2024-09-29
F11902,Web,2025-03-02
F11903,Web,2024-10-08
F11904,Archivo,2025-04-14
F11905,API,2024-09-06
F11906,Archivo,2024-12-30
F11907,Web,2024-07-11
F11908,BaseDatos,2023-12-25
F11909,Manual,2025-02-10
F11910,API,2025-06-17
F11911,Manual,2025-07-09
F11912,API,2024-09-02
F11913,Archivo,2023-11-25
F11914,BaseDatos,2025-04-15
F11915,API,2025-03-05
F11916,API,2024-04-20
F11917,BaseDatos,2024-03-15
F11918,Archivo,2024-03-13
F11919,API,2023-10-29
F11920,BaseDatos,2025-06-11
F11921,BaseDatos,2024-06-04
F11922,Archivo,2024-08-20
F11923,Web,2025-06-15
F11924,BaseDatos,2025-09-05
F11925,Web,2024-09-22
F11926,Manual,2025-09-08
F11927,API,2024-11-13
F11928,Archivo,2025-01-03
F11929,API,2024-07-17
F11930,Web,2025-08-31
F11931,Web,2024-12-10
F11932,API,2025-06-12
F11933,API,2025-06-06
F11934,API,2024-07-13
F11935,Archivo,2023-11-04
F11936,Manual,2025-05-20
F11937,Web,2024-09-07
F11938,Web,2024-05-14
F11939,API,2023-10-04
F11940,BaseDatos,2024-11-18
F11941,Manual,2023-12-04
F11942,Archivo,2024-04-16
F11943,Web,2024-10-31
F11944,BaseDatos,2025-03-23
F11945,Manual,2023-12-18
F11946,Web,2023-11-16
F11947,Manual,2023-11-18
F11948,Archivo,2024-10-01
F11949,Archivo,2024-03-14
F11950,API,2024-02-05
F11951,API,2024-07-29
F11952,Archivo,2025-02-27
F11953,Web,2024-03-06
F11954,Archivo,2024-10-29
F11955,BaseDatos,2025-04-21
F11956,API,2024-09-07
F11957,BaseDatos,2024-11-10
F11958,API,2024-07-26
F11959,BaseDatos,2024-10-02
F11960,Archivo,2024-10-10
F11961,Manual,2025-05-26
F11962,Web,2024-04-13
F11963,Web,2025-04-21
F11964,Manual,2025-04-14
F11965,Manual,2024-11-11
F11966,Manual,2024-07-22
F11967,API,2025-06-05
F11968,Web,2023-12-20
F11969,API,2025-01-19
F11970,Manual,2025-09-05
F11971,API,2025-07-09
F11972,Web,2024-11-15
F11973,BaseDatos,2024-06-02
F11974,Archivo,2024-12-15
F11975,Web,2023-10-13
F11976,BaseDatos,2025-06-19
F11977,Web,2025-02-01
F11978,Web,2023-12-18
F11979,API,2024-05-08
F11980,Manual,2024-08-09
F11981,Web,2024-12-19
F11982,Web,2025-04-19
F11983,Web,2024-04-30
F11984,API,2023-10-27
F11985,Manual,2025-01-20
F11986,Web,2024-01-02
F11987,Web,2024-05-12
F11988,API,2024-02-10
F11989,BaseDatos,2025-09-22
F11990,Archivo,2024-09-15
F11991,Manual,2024-05-16
F11992,Web,2024-04-14
F11993,Manual,2024-06-07
F11994,BaseDatos,2024-04-11
F11995,API,2025-06-03
F11996,BaseDatos,2025-08-07
F11997,BaseDatos,2025-03-26
F11998,Archivo,2025-04-16
F11999,Archivo,2025-05-25
F12000,Web,2024-10-24
F12001,Archivo,2025-06-13
F12002,API,2024-08-09
F12003,API,2025-08-02
F12004,Archivo,2025-06-28
F12005,API,2025-08-21
F12006,API,2024-12-24
F12007,API,2025-08-31
F12008,Archivo,2024-05-09
F12009,API,2025-07-06
F12010,Archivo,2023-12-02
F12011,BaseDatos,2024-01-25
F12012,Web,2024-03-28
F12013,BaseDatos,2025-07-09
F12014,BaseDatos,2024-06-02
F12015,Archivo,2025-05-05
F12016,Archivo,2025-02-09
F12017,Web,2025-06-08
F12018,Manual,2023-12-21
F12019,Manual,2024-09-18
F12020,Manual,2023-12-31
F12021,Archivo,2024-09-09
F12022,BaseDatos,2025-06-25
F12023,Manual,2025-04-23
F12024,API,2025-02-23
F12025,Manual,2023-11-04
F12026,Manual,2024-09-01
F12027,BaseDatos,2024-04-20
F12028,Manual,2025-07-02
F12029,Web,2024-11-02
F12030,BaseDatos,2025-04-02
F12031,Manual,2023-11-02
F12032,Archivo,2025-04-29
F12033,API,2025-01-19
F12034,API,2025-04-04
F12035,API,2025-08-04
F12036,Manual,2025-01-15
F12037,API,2025-01-31
F12038,Archivo,2025-05-10
F12039,Archivo,2023-11-27
F12040,Manual,2025-06-13
F12041,BaseDatos,2025-09-20
F12042,BaseDatos,2023-11-23
F12043,Archivo,2025-03-07
F12044,Manual,2025-01-21
F12045,Archivo,2024-07-14
F12046,Web,2025-02-02
F12047,Web,2025-03-15
F12048,API,2023-11-01
F12049,Web,2025-06-13
F12050,API,2024-07-02
F12051,Web,2025-06-16
F12052,BaseDatos,2024-05-02
F12053,API,2023-12-16
F12054,Manual,2024-10-06
F12055,Archivo,2025-09-05
F12056,API,2024-07-19
F12057,BaseDatos,2024-09-26
F12058,Archivo,2025-01-17
F12059,Web,2025-08-07
F12060,Web,2024-04-02
F12061,Archivo,2025-04-18
F12062,API,2024-08-01
F12063,Web,2024-02-14
F12064,Archivo,2025-03-02
F12065,Archivo,2023-09-27
F12066,API,2024-12-26
F12067,Manual,2025-06-23
F12068,Web,2025-04-08
F12069,Web,2024-07-04
F12070,Web,2023-11-04
F12071,Manual,2025-02-12
F12072,Manual,2023-12-09
F12073,Archivo,2024-03-23
F12074,Manual,2024-02-29
F12075,API,2024-05-15
F12076,API,2024-02-02
F12077,API,2024-09-26
F12078,BaseDatos,2024-10-05
F12079,Archivo,2024-06-09
F12080,BaseDatos,2024-05-22
F12081,Archivo,2025-02-05
F12082,API,2025-06-24
F12083,Web,2023-10-09
F12084,API,2024-03-06
F12085,Manual,2024-10-05
F12086,Archivo,2024-12-10
F12087,Archivo,2024-04-28
F12088,Web,2025-08-05
F12089,BaseDatos,2024-10-03
F12090,API,2025-04-21
F12091,Archivo,2024-08-20
F12092,API,2024-05-21
F12093,API,2024-08-21
F12094,API,2024-04-20
F12095,Archivo,2024-12-16
F12096,Manual,2024-09-30
F12097,BaseDatos,2024-01-09
F12098,API,2025-05-28
F12099,Archivo,2024-08-05
F12100,Manual,2025-06-28
F12101,BaseDatos,2024-06-20
F12102,API,2023-11-06
F12103,Archivo,2024-05-07
F12104,BaseDatos,2025-02-01
F12105,Web,2023-11-17
F12106,API,2025-03-14
F12107,Web,2024-07-04
F12108,Archivo,2024-03-03
F12109,BaseDatos,2024-11-30
F12110,Web,2023-11-22
F12111,Manual,2024-11-29
F12112,API,2024-01-14
F12113,Archivo,2024-04-11
F12114,Archivo,2024-08-22
F12115,Manual,2024-02-29
F12116,BaseDatos,2023-11-27
F12117,API,2025-06-27
F12118,Manual,2024-08-19
F12119,API,2025-05-15
F12120,Web,2024-02-05
F12121,Web,2024-06-11
F12122,API,2025-04-19
F12123,API,2025-01-01
F12124,Archivo,2025-07-26
F12125,API,2025-09-13
F12126,Web,2024-03-27
F12127,Archivo,2024-10-14
F12128,BaseDatos,2024-05-16
F12129,Web,2025-06-22
F12130,BaseDatos,2024-01-03
